# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.7181e-05 to 1057.74 h/Mpc,
# number of wavenumbers equal to 650
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                
       4.550664426949e-02      -1.632862414721e+00      -3.952221069815e+01      -5.080360520277e+01       0.000000000000e+00      -1.730271909701e+00      -4.985466322851e+01       4.220868715905e-01       4.220902608381e-01 
       4.571955859653e-02      -1.637111301638e+00      -3.975479256873e+01      -5.117671625288e+01       0.000000000000e+00      -1.721842427945e+00      -5.021803562875e+01       4.212785573860e-01       4.212815976553e-01 
       4.593308661855e-02      -1.641824353861e+00      -3.998824043842e+01      -5.155155786014e+01       0.000000000000e+00      -1.713004206766e+00      -5.058308460444e+01       4.204699996367e-01       4.204726923771e-01 
       4.614724414668e-02      -1.646926996655e+00      -4.022260730116e+01      -5.192815837609e+01       0.000000000000e+00      -1.703825542061e+00      -5.094983925139e+01       4.196611745655e-01       4.196635239095e-01 
       4.636204748126e-02      -1.652337161490e+00      -4.045783156931e+01      -5.230654513974e+01       0.000000000000e+00      -1.694382559072e+00      -5.131832242539e+01       4.188519955003e-01       4.188540081650e-01 
       4.657751343074e-02      -1.657971344340e+00      -4.069419808635e+01      -5.268675607694e+01       0.000000000000e+00      -1.684752473790e+00      -5.168858292576e+01       4.180425851504e-01       4.180442706268e-01 
       4.679365933148e-02      -1.663746384502e+00      -4.093150171491e+01      -5.306881725359e+01       0.000000000000e+00      -1.675017265625e+00      -5.206063581526e+01       4.172327686001e-01       4.172341383490e-01 
       4.701050306859e-02      -1.669576594672e+00      -4.116983108200e+01      -5.345275622791e+01       0.000000000000e+00      -1.665259909975e+00      -5.243451107432e+01       4.164224854951e-01       4.164235531659e-01 
       4.722806309773e-02      -1.675374981894e+00      -4.140926265298e+01      -5.383861584050e+01       0.000000000000e+00      -1.655565345406e+00      -5.281025256960e+01       4.156117846439e-01       4.156125659094e-01 
       4.744635846799e-02      -1.681057793298e+00      -4.164980197131e+01      -5.422642572908e+01       0.000000000000e+00      -1.646017364501e+00      -5.318788843728e+01       4.148005665858e-01       4.148010788575e-01 
       4.766540884602e-02      -1.686541072781e+00      -4.189149992276e+01      -5.461622287245e+01       0.000000000000e+00      -1.636699125916e+00      -5.356745583558e+01       4.139887972163e-01       4.139890595171e-01 
       4.788523454123e-02      -1.691743924572e+00      -4.213439201077e+01      -5.500804895130e+01       0.000000000000e+00      -1.627691585735e+00      -5.394899566733e+01       4.131764612874e-01       4.131764940805e-01 
       4.810585653243e-02      -1.696589059012e+00      -4.237854035482e+01      -5.540193832307e+01       0.000000000000e+00      -1.619072326168e+00      -5.433254314436e+01       4.123634795151e-01       4.123633044649e-01 
       4.832729649576e-02      -1.701001952052e+00      -4.262396957512e+01      -5.579793574947e+01       0.000000000000e+00      -1.610914798930e+00      -5.471814158715e+01       4.115498302042e-01       4.115494701208e-01 
       4.854957683409e-02      -1.704915073205e+00      -4.287072226406e+01      -5.619608021877e+01       0.000000000000e+00      -1.603285960941e+00      -5.510582969880e+01       4.107354366561e-01       4.107349151939e-01 
       4.877272070805e-02      -1.708264307151e+00      -4.311884778990e+01      -5.659641922041e+01       0.000000000000e+00      -1.596248461226e+00      -5.549565453205e+01       4.099202770812e-01       4.099196186623e-01 
       4.899675206863e-02      -1.710992768358e+00      -4.336839928361e+01      -5.699899338953e+01       0.000000000000e+00      -1.589855681479e+00      -5.588765683810e+01       4.091042614844e-01       4.091034911326e-01 
       4.922169569156e-02      -1.713050170301e+00      -4.361941493684e+01      -5.740385276997e+01       0.000000000000e+00      -1.584154603062e+00      -5.628188558549e+01       4.082873528843e-01       4.082864960203e-01 
       4.944757721365e-02      -1.714395560806e+00      -4.387195961067e+01      -5.781104864623e+01       0.000000000000e+00      -1.579181047515e+00      -5.667839215093e+01       4.074695145397e-01       4.074685968095e-01 
       4.967442317100e-02      -1.714995912093e+00      -4.412607045538e+01      -5.822062724501e+01       0.000000000000e+00      -1.574961309321e+00      -5.707722186223e+01       4.066506459711e-01       4.066496930683e-01 
       4.990226103949e-02      -1.714824282896e+00      -4.438181804610e+01      -5.863264483395e+01       0.000000000000e+00      -1.571513750292e+00      -5.747843107932e+01       4.058307164934e-01       4.058297541266e-01 
       5.013111927740e-02      -1.713862428895e+00      -4.463924112522e+01      -5.904715682764e+01       0.000000000000e+00      -1.568846380320e+00      -5.788207389911e+01       4.050096573262e-01       4.050087110270e-01 
       5.036102737065e-02      -1.712109571607e+00      -4.489843903344e+01      -5.946422067113e+01       0.000000000000e+00      -1.566949382805e+00      -5.828820915259e+01       4.041874172821e-01       4.041865120337e-01 
       5.059201588046e-02      -1.709562723821e+00      -4.515939117522e+01      -5.988389195631e+01       0.000000000000e+00      -1.565810911304e+00      -5.869688838193e+01       4.033638752478e-01       4.033630356975e-01 
       5.082411649392e-02      -1.706235582356e+00      -4.542225550885e+01      -6.030623649136e+01       0.000000000000e+00      -1.565402439671e+00      -5.910818102832e+01       4.025390168751e-01       4.025382669908e-01 
       5.105736207752e-02      -1.702152391779e+00      -4.568703558380e+01      -6.073131988768e+01       0.000000000000e+00      -1.565684204041e+00      -5.952214925677e+01       4.017127583827e-01       4.017121212266e-01 
       5.129178673385e-02      -1.697341448772e+00      -4.595378314131e+01      -6.115920122675e+01       0.000000000000e+00      -1.566608270809e+00      -5.993885126905e+01       4.008849639580e-01       4.008844617650e-01 
       5.152742586178e-02      -1.691846541307e+00      -4.622264710902e+01      -6.158996088666e+01       0.000000000000e+00      -1.568113280589e+00      -6.035836990115e+01       4.000556513696e-01       4.000553051916e-01 
       5.176431622023e-02      -1.685717928636e+00      -4.649367580645e+01      -6.202366809107e+01       0.000000000000e+00      -1.570128660285e+00      -6.078077281685e+01       3.992247072762e-01       3.992245369340e-01 
       5.200249599604e-02      -1.679013326256e+00      -4.676687395692e+01      -6.246039404258e+01       0.000000000000e+00      -1.572575553526e+00      -6.120612755349e+01       3.983919963529e-01       3.983920203256e-01 
       5.224200487593e-02      -1.671800999599e+00      -4.704237472694e+01      -6.290022051197e+01       0.000000000000e+00      -1.575365528535e+00      -6.163451756811e+01       3.975574658006e-01       3.975577010055e-01 
       5.248288412313e-02      -1.664156561849e+00      -4.732034652934e+01      -6.334323466010e+01       0.000000000000e+00      -1.578403745037e+00      -6.206603304948e+01       3.967210820157e-01       3.967215436637e-01 
       5.272517665892e-02      -1.656162887285e+00      -4.760065466724e+01      -6.378951264098e+01       0.000000000000e+00      -1.581587089363e+00      -6.250073984367e+01       3.958826244887e-01       3.958833259480e-01 
       5.296892714946e-02      -1.647906142183e+00      -4.788359121675e+01      -6.423915065101e+01       0.000000000000e+00      -1.584811212581e+00      -6.293874239076e+01       3.950420967440e-01       3.950430494805e-01 
       5.321418209832e-02      -1.639480753197e+00      -4.816916937882e+01      -6.469224081860e+01       0.000000000000e+00      -1.587966093194e+00      -6.338012847650e+01       3.941993665292e-01       3.942005798219e-01 
       5.346098994524e-02      -1.630981336703e+00      -4.845744813126e+01      -6.514887618770e+01       0.000000000000e+00      -1.590940817267e+00      -6.382498885613e+01       3.933542884363e-01       3.933557694532e-01 
       5.370940117154e-02      -1.622509661080e+00      -4.874863721156e+01      -6.560916459711e+01       0.000000000000e+00      -1.593624715435e+00      -6.427343524417e+01       3.925068217066e-01       3.925085751428e-01 
       5.395946841271e-02      -1.614165105748e+00      -4.904269243329e+01      -6.607320700491e+01       0.000000000000e+00      -1.595907786346e+00      -6.472556115770e+01       3.916567767355e-01       3.916588049136e-01 
       5.421124657892e-02      -1.606052209660e+00      -4.933994603187e+01      -6.654112306225e+01       0.000000000000e+00      -1.597685769491e+00      -6.518149515031e+01       3.908041464955e-01       3.908064489910e-01 
       5.446479298391e-02      -1.598266922413e+00      -4.964027796572e+01      -6.701301708018e+01       0.000000000000e+00      -1.598858870831e+00      -6.564133043702e+01       3.899486700516e-01       3.899512438873e-01 
       5.472016748314e-02      -1.590908980809e+00      -4.994390519532e+01      -6.748901535961e+01       0.000000000000e+00      -1.599333965962e+00      -6.610519656799e+01       3.890902724101e-01       3.890931117678e-01 
       5.497743262187e-02      -1.584070399638e+00      -5.025096883552e+01      -6.796924803667e+01       0.000000000000e+00      -1.599029599619e+00      -6.657322323059e+01       3.882288384228e-01       3.882319345920e-01 
       5.523665379420e-02      -1.577839143497e+00      -5.056158500370e+01      -6.845384516642e+01       0.000000000000e+00      -1.597873522473e+00      -6.704553889736e+01       3.873642038657e-01       3.873675452526e-01 
       5.549789941383e-02      -1.572295272185e+00      -5.087586410394e+01      -6.894294765616e+01       0.000000000000e+00      -1.595806587331e+00      -6.752228204187e+01       3.864962203015e-01       3.864997924486e-01 
       5.576124109779e-02      -1.567507391715e+00      -5.119402112223e+01      -6.943670030290e+01       0.000000000000e+00      -1.592787844253e+00      -6.800359963225e+01       3.856247412185e-01       3.856285268642e-01 
       5.602675386419e-02      -1.563538240345e+00      -5.151613967835e+01      -6.993525832793e+01       0.000000000000e+00      -1.588786731909e+00      -6.848964245242e+01       3.847495974872e-01       3.847535766604e-01 
       5.629451634538e-02      -1.560434197537e+00      -5.184236010369e+01      -7.043877928509e+01       0.000000000000e+00      -1.583795250019e+00      -6.898056609661e+01       3.838705929833e-01       3.838747426665e-01 
       5.656461101789e-02      -1.558230916776e+00      -5.217291626250e+01      -7.094743829688e+01       0.000000000000e+00      -1.577821100826e+00      -6.947654706990e+01       3.829875988641e-01       3.829918933351e-01 
       5.683712445078e-02      -1.556948316013e+00      -5.250795252881e+01      -7.146140907261e+01       0.000000000000e+00      -1.570892399065e+00      -6.997775641556e+01       3.821003903067e-01       3.821048099031e-01 
       5.711214757425e-02      -1.556589587705e+00      -5.284765248178e+01      -7.198087814824e+01       0.000000000000e+00      -1.563060201370e+00      -7.048437910052e+01       3.812087814130e-01       3.812132972273e-01 
       5.738977597034e-02      -1.557139968933e+00      -5.319219536011e+01      -7.250604470282e+01       0.000000000000e+00      -1.554396698433e+00      -7.099661182548e+01       3.803125674244e-01       3.803171471695e-01 
       5.767011018812e-02      -1.558568428513e+00      -5.354177939546e+01      -7.303711331751e+01       0.000000000000e+00      -1.544992884366e+00      -7.151465725438e+01       3.794115152285e-01       3.794161245242e-01 
       5.795325608566e-02      -1.560825918673e+00      -5.389663443514e+01      -7.357430535453e+01       0.000000000000e+00      -1.534959105937e+00      -7.203873534397e+01       3.785054148797e-01       3.785100176840e-01 
       5.823932520173e-02      -1.563841537775e+00      -5.425700689613e+01      -7.411785047288e+01       0.000000000000e+00      -1.524425004321e+00      -7.256907461178e+01       3.775940250811e-01       3.775985843749e-01 
       5.852843516021e-02      -1.567524742738e+00      -5.462311350497e+01      -7.466799630000e+01       0.000000000000e+00      -1.513536605441e+00      -7.310591915069e+01       3.766771097066e-01       3.766815877987e-01 
       5.882071011069e-02      -1.571766890028e+00      -5.499518488392e+01      -7.522499092326e+01       0.000000000000e+00      -1.502453082475e+00      -7.364951408107e+01       3.757543487054e-01       3.757587077120e-01 
       5.911628120929e-02      -1.576442528385e+00      -5.537350149296e+01      -7.578911270911e+01       0.000000000000e+00      -1.491345641433e+00      -7.420013539348e+01       3.748254959915e-01       3.748296981379e-01 
       5.941528714402e-02      -1.581400264608e+00      -5.575834623747e+01      -7.636064856968e+01       0.000000000000e+00      -1.480394612100e+00      -7.475806716710e+01       3.738902483700e-01       3.738942570304e-01 
       5.971787470977e-02      -1.586481760660e+00      -5.615003601254e+01      -7.693990546398e+01       0.000000000000e+00      -1.469784750247e+00      -7.532361397404e+01       3.729483031966e-01       3.729520829791e-01 
       6.002419943840e-02      -1.591504547587e+00      -5.654886330910e+01      -7.752720612344e+01       0.000000000000e+00      -1.459699961586e+00      -7.589709404439e+01       3.719993175175e-01       3.720028354780e-01 
       6.033442629061e-02      -1.596277390762e+00      -5.695517766857e+01      -7.812289462587e+01       0.000000000000e+00      -1.450321352631e+00      -7.647884835527e+01       3.710429429475e-01       3.710461689566e-01 
       6.064873041667e-02      -1.600596599177e+00      -5.736935953540e+01      -7.872733772595e+01       0.000000000000e+00      -1.441820418196e+00      -7.706924064195e+01       3.700788147191e-01       3.700817222668e-01 
       6.096729799430e-02      -1.604250162663e+00      -5.779172271396e+01      -7.934092017008e+01       0.000000000000e+00      -1.434352991180e+00      -7.766864848091e+01       3.691065066854e-01       3.691090736183e-01 
       6.129032715337e-02      -1.607023241624e+00      -5.822275845602e+01      -7.996406138792e+01       0.000000000000e+00      -1.428053537100e+00      -7.827749030622e+01       3.681256396843e-01       3.681278488760e-01 
       6.161802899804e-02      -1.608699078119e+00      -5.866282640391e+01      -8.059720000984e+01       0.000000000000e+00      -1.423032163625e+00      -7.889619654855e+01       3.671357351843e-01       3.671375751914e-01 
       6.195062873882e-02      -1.609066600579e+00      -5.911241168636e+01      -8.124081017620e+01       0.000000000000e+00      -1.419365513625e+00      -7.952523688762e+01       3.661363348023e-01       3.661378004915e-01 
       6.228836694899e-02      -1.607920624765e+00      -5.957207372257e+01      -8.189539772856e+01       0.000000000000e+00      -1.417094619558e+00      -8.016511428967e+01       3.651269515750e-01       3.651280445916e-01 
       6.263150096156e-02      -1.605077403937e+00      -6.004227434564e+01      -8.256150124180e+01       0.000000000000e+00      -1.416211070057e+00      -8.081635810573e+01       3.641070227834e-01       3.641077520400e-01 
       6.298030642614e-02      -1.600368437768e+00      -6.052357777444e+01      -8.323969888600e+01       0.000000000000e+00      -1.416666427900e+00      -8.147953976041e+01       3.630759674456e-01       3.630763493052e-01 
       6.333507904750e-02      -1.593651915705e+00      -6.101665297626e+01      -8.393061047468e+01       0.000000000000e+00      -1.418358297854e+00      -8.215527480609e+01       3.620331710729e-01       3.620332295379e-01 
       6.369613653157e-02      -1.584822369403e+00      -6.152212234649e+01      -8.463491378725e+01       0.000000000000e+00      -1.421130763606e+00      -8.284423144050e+01       3.609780064301e-01       3.609777730936e-01 
       6.406382076883e-02      -1.573817380225e+00      -6.204075926394e+01      -8.535332699050e+01       0.000000000000e+00      -1.424771615342e+00      -8.354712300547e+01       3.599097694302e-01       3.599092829386e-01 
       6.443850028988e-02      -1.560613705909e+00      -6.257325028966e+01      -8.608662467072e+01       0.000000000000e+00      -1.429019169932e+00      -8.426471220387e+01       3.588276725807e-01       3.588269783022e-01 
       6.482057303426e-02      -1.545247595055e+00      -6.312051063817e+01      -8.683565066929e+01       0.000000000000e+00      -1.433560667664e+00      -8.499783784697e+01       3.577309327215e-01       3.577300817053e-01 
       6.521046948067e-02      -1.527809799991e+00      -6.368340879236e+01      -8.760131538674e+01       0.000000000000e+00      -1.438039986414e+00      -8.574739963701e+01       3.566186691716e-01       3.566177170964e-01 
       6.560865619553e-02      -1.508458949572e+00      -6.426292080259e+01      -8.838460563046e+01       0.000000000000e+00      -1.442066952399e+00      -8.651437467774e+01       3.554899357439e-01       3.554889412685e-01 
       6.601563986728e-02      -1.487419183804e+00      -6.486012573360e+01      -8.918659271495e+01       0.000000000000e+00      -1.445229664878e+00      -8.729982495331e+01       3.543437047873e-01       3.543427277685e-01 
       6.643197190642e-02      -1.464986843056e+00      -6.547622742745e+01      -9.000845241493e+01       0.000000000000e+00      -1.447112375480e+00      -8.810491728877e+01       3.531789087533e-01       3.531780080368e-01 
       6.685825370716e-02      -1.441527360337e+00      -6.611242457613e+01      -9.085145013300e+01       0.000000000000e+00      -1.447314832469e+00      -8.893090340475e+01       3.519942934553e-01       3.519935243911e-01 
       6.729514268480e-02      -1.417478140470e+00      -6.677024238987e+01      -9.171700972190e+01       0.000000000000e+00      -1.445470739981e+00      -8.977920031258e+01       3.507886900849e-01       3.507881019875e-01 
       6.774335922685e-02      -1.393330159182e+00      -6.745113268173e+01      -9.260663527029e+01       0.000000000000e+00      -1.441286709204e+00      -9.065129802643e+01       3.495605557237e-01       3.495601887631e-01 
       6.820369472379e-02      -1.369640336712e+00      -6.815682559186e+01      -9.352202781543e+01       0.000000000000e+00      -1.434556714472e+00      -9.154888618381e+01       3.483084111450e-01       3.483082936382e-01 
       6.867702088105e-02      -1.346997762510e+00      -6.888914455553e+01      -9.446504895485e+01       0.000000000000e+00      -1.425207173950e+00      -9.247381112283e+01       3.470305729446e-01       3.470307185197e-01 
       6.916430055722e-02      -1.326012301838e+00      -6.965023579687e+01      -9.543774530190e+01       0.000000000000e+00      -1.413313385985e+00      -9.342810955768e+01       3.457251627523e-01       3.457255680036e-01 
       6.966660042829e-02      -1.307300928605e+00      -7.044238730677e+01      -9.644240005090e+01       0.000000000000e+00      -1.399129725960e+00      -9.441404902830e+01       3.443901524155e-01       3.443907949969e-01 
       7.018510584571e-02      -1.291439700393e+00      -7.126816385481e+01      -9.748155433586e+01       0.000000000000e+00      -1.383119601037e+00      -9.543415416014e+01       3.430233087563e-01       3.430241466665e-01 
       7.072113834205e-02      -1.278950328698e+00      -7.213043446226e+01      -9.855804578134e+01       0.000000000000e+00      -1.365945597404e+00      -9.649124426340e+01       3.416221535785e-01       3.416231253676e-01 
       7.127617634594e-02      -1.270238837343e+00      -7.303237625623e+01      -9.967502872101e+01       0.000000000000e+00      -1.348472828886e+00      -9.758845231639e+01       3.401838399446e-01       3.401848669026e-01 
       7.185187980511e-02      -1.265573508398e+00      -7.397764982703e+01      -1.008360815227e+02       0.000000000000e+00      -1.331729287563e+00      -9.872933422584e+01       3.387053213255e-01       3.387063115493e-01 
       7.245011959009e-02      -1.265032409931e+00      -7.497033556041e+01      -1.020452289332e+02       0.000000000000e+00      -1.316846275816e+00      -9.991788653426e+01       3.371831252462e-01       3.371839799447e-01 
       7.307301277248e-02      -1.268465179652e+00      -7.601506463270e+01      -1.033070150934e+02       0.000000000000e+00      -1.304950339884e+00      -1.011586208798e+02       3.356132922737e-01       3.356139147923e-01 
       7.372296515385e-02      -1.275467101343e+00      -7.711707683672e+01      -1.046266415659e+02       0.000000000000e+00      -1.297027875857e+00      -1.024566965075e+02       3.339914505957e-01       3.339917576609e-01 
       7.440272278064e-02      -1.285363453148e+00      -7.828236326478e+01      -1.060100349507e+02       0.000000000000e+00      -1.293745176871e+00      -1.038179900231e+02       3.323125795892e-01       3.323125143017e-01 
       7.511543463797e-02      -1.297223417461e+00      -7.951787750741e+01      -1.074639940289e+02       0.000000000000e+00      -1.295225098648e+00      -1.052492434695e+02       3.305709525699e-01       3.305704982121e-01 
       7.586472929332e-02      -1.309901171134e+00      -8.083150792993e+01      -1.089963930721e+02       0.000000000000e+00      -1.300845759114e+00      -1.067582547207e+02       3.287600971526e-01       3.287592894459e-01 
       7.665480898401e-02      -1.322130291608e+00      -8.223237359654e+01      -1.106163112682e+02       0.000000000000e+00      -1.309052474174e+00      -1.083540132496e+02       3.268724205636e-01       3.268713553789e-01 
       7.749056553004e-02      -1.332647401048e+00      -8.373114724187e+01      -1.123343865117e+02       0.000000000000e+00      -1.317305285339e+00      -1.100470498586e+02       3.248993406615e-01       3.248981734356e-01 
       7.837772350447e-02      -1.340329890163e+00      -8.534022808501e+01      -1.141630629760e+02       0.000000000000e+00      -1.322248584118e+00      -1.118496799725e+02       3.228308715161e-01       3.228298026792e-01 
       7.932301725998e-02      -1.344397125325e+00      -8.707404695940e+01      -1.161170007216e+02       0.000000000000e+00      -1.320184199901e+00      -1.137764075628e+02       3.206553991129e-01       3.206546427557e-01 
       8.033440953427e-02      -1.344428810354e+00      -8.894953545224e+01      -1.182135208320e+02       0.000000000000e+00      -1.308044320704e+00      -1.158443710909e+02       3.183593010778e-01       3.183590338844e-01 
       8.142136005142e-02      -1.339973272743e+00      -9.098663883497e+01      -1.204733069188e+02       0.000000000000e+00      -1.284970497415e+00      -1.180740338843e+02       3.159268700514e-01       3.159271637991e-01 
       8.259515195529e-02      -1.331537833853e+00      -9.320856616874e+01      -1.229209680485e+02       0.000000000000e+00      -1.252975984665e+00      -1.204897348981e+02       3.133394879312e-01       3.133402633947e-01 
       8.386928031984e-02      -1.313847550123e+00      -9.564258785661e+01      -1.255860434577e+02       0.000000000000e+00      -1.221323571509e+00      -1.231206568653e+02       3.105753915408e-01       3.105763361721e-01 
       8.525989700772e-02      -1.229125337351e+00      -9.832103488556e+01      -1.285046668113e+02       0.000000000000e+00      -1.231128791236e+00      -1.260022895827e+02       3.076092008130e-01       3.076091724731e-01 
       8.678628360425e-02      -1.218822523133e+00      -1.012791261531e+02      -1.317184569085e+02       0.000000000000e+00      -1.217446297625e+00      -1.291760938804e+02       3.044111971010e-01       3.044112054297e-01 
       8.847127856040e-02      -1.204277190104e+00      -1.045551505166e+02      -1.352759773494e+02       0.000000000000e+00      -1.203841602029e+00      -1.326894120161e+02       3.009465942715e-01       3.009465918977e-01 
       9.034150072002e-02      -1.189356827055e+00      -1.081915577506e+02      -1.392364025454e+02       0.000000000000e+00      -1.188697244787e+00      -1.366001459935e+02       2.971767720639e-01       2.971767725151e-01 
       9.242707360863e-02      -1.172856443875e+00      -1.122276603473e+02      -1.436650993031e+02       0.000000000000e+00      -1.172240167283e+00      -1.409718861961e+02       2.930600418207e-01       2.930600418207e-01 
       9.476036844603e-02      -1.154825970328e+00      -1.166921615215e+02      -1.486317690863e+02       0.000000000000e+00      -1.154218756941e+00      -1.458718372812e+02       2.885546892353e-01       2.885546892353e-01 
       9.737312969431e-02      -1.135096697424e+00      -1.215911865713e+02      -1.542034346792e+02       0.000000000000e+00      -1.134499563551e+00      -1.513636322643e+02       2.836248908877e-01       2.836248908877e-01 
       1.002914701215e-01      -1.113584690005e+00      -1.268910364081e+02      -1.604327568236e+02       0.000000000000e+00      -1.112998751656e+00      -1.574954968393e+02       2.782496879140e-01       2.782496879140e-01 
       1.035290409814e-01      -1.090311068282e+00      -1.325032704641e+02      -1.673420934353e+02       0.000000000000e+00      -1.089737488316e+00      -1.642844954593e+02       2.724343720791e-01       2.724343720791e-01 
       1.070803914216e-01      -1.065440568941e+00      -1.382797447709e+02      -1.749086746642e+02       0.000000000000e+00      -1.064880464693e+00      -1.717022902587e+02       2.662201161733e-01       2.662201161733e-01 
       1.109181600952e-01      -1.039293759792e+00      -1.440345740859e+02      -1.830590220293e+02       0.000000000000e+00      -1.038748091727e+00      -1.796708764233e+02       2.596870229319e-01       2.596870229319e-01 
       1.149970046128e-01      -1.012308947179e+00      -1.495902057101e+02      -1.916799360252e+02       0.000000000000e+00      -1.011778406152e+00      -1.880750877072e+02       2.529446015379e-01       2.529446015379e-01 
       1.192632136017e-01      -9.849734757208e-01      -1.548347357151e+02      -2.006428328721e+02       0.000000000000e+00      -9.844584114416e-01      -1.967882370916e+02       2.461146028604e-01       2.461146028604e-01 
       1.236651485364e-01      -9.577492707129e-01      -1.597619563400e+02      -2.098296129952e+02       0.000000000000e+00      -9.572496699467e-01      -2.056984106766e+02       2.393124174867e-01       2.393124174867e-01 
       1.281600201997e-01      -9.310261433699e-01      -1.644779800141e+02      -2.191489534544e+02       0.000000000000e+00      -9.305416607934e-01      -2.147241722931e+02       2.326354151983e-01       2.326354151983e-01 
       1.327159431157e-01      -9.051023707012e-01      -1.691783771673e+02      -2.285405817494e+02       0.000000000000e+00      -9.046323853913e-01      -2.238175511716e+02       2.261580963478e-01       2.261580963478e-01 
       1.373108376800e-01      -8.801879348496e-01      -1.741080160555e+02      -2.379710782236e+02       0.000000000000e+00      -8.797316284616e-01      -2.329582264000e+02       2.199329071154e-01       2.199329071154e-01 
       1.419301435621e-01      -8.564130066473e-01      -1.795159088577e+02      -2.474262375010e+02       0.000000000000e+00      -8.559694440633e-01      -2.421442291228e+02       2.139923610158e-01       2.139923610158e-01 
       1.465645572513e-01      -8.338386532379e-01      -1.856133205255e+02      -2.569031955533e+02       0.000000000000e+00      -8.334068598992e-01      -2.513825733479e+02       2.083517149748e-01       2.083517149748e-01 
       1.512082514273e-01      -8.124668716765e-01      -1.925404518572e+02      -2.664036837951e+02       0.000000000000e+00      -8.120459010373e-01      -2.606813465736e+02       2.030114752593e-01       2.030114752593e-01 
       1.558576210254e-01      -7.922517198698e-01      -2.003449132082e+02      -2.759290040865e+02       0.000000000000e+00      -7.918407094814e-01      -2.700439696017e+02       1.979601773703e-01       1.979601773703e-01 
       1.605104526700e-01      -7.731096340656e-01      -2.089713692101e+02      -2.854766524092e+02       0.000000000000e+00      -7.727078452606e-01      -2.794655287302e+02       1.931769613152e-01       1.931769613152e-01 
       1.651653936864e-01      -7.549320895101e-01      -2.182679952501e+02      -2.950385016162e+02       0.000000000000e+00      -7.545389326541e-01      -2.889313552026e+02       1.886347331635e-01       1.886347331635e-01 
       1.698216196753e-01      -7.375965760114e-01      -2.280007300845e+02      -3.046003458374e+02       0.000000000000e+00      -7.372116189558e-01      -2.984172504453e+02       1.843029047390e-01       1.843029047390e-01 
       1.744786289903e-01      -7.209774292187e-01      -2.378798189466e+02      -3.141427479553e+02       0.000000000000e+00      -7.206003880156e-01      -3.078915085240e+02       1.801500970039e-01       1.801500970039e-01 
       1.791361166268e-01      -7.049565497350e-01      -2.475922775783e+02      -3.236425722205e+02       0.000000000000e+00      -7.045872696892e-01      -3.173178586504e+02       1.761468174223e-01       1.761468174223e-01 
       1.837938971896e-01      -6.894316158492e-01      -2.568380493032e+02      -3.330754401240e+02       0.000000000000e+00      -6.890700406215e-01      -3.266594502899e+02       1.722675101554e-01       1.722675101554e-01 
       1.884518579683e-01      -6.743220270242e-01      -2.653622523799e+02      -3.424182477629e+02       0.000000000000e+00      -6.739681633332e-01      -3.358827164819e+02       1.684920408333e-01       1.684920408333e-01 
       1.931099303997e-01      -6.595720201185e-01      -2.729845251904e+02      -3.516516759046e+02       0.000000000000e+00      -6.592258998901e-01      -3.449610966997e+02       1.648064749725e-01       1.648064749725e-01 
       1.977680727292e-01      -6.451517089969e-01      -2.796182257032e+02      -3.607624207193e+02       0.000000000000e+00      -6.448133547322e-01      -3.538780288351e+02       1.612033386830e-01       1.612033386830e-01 
       2.024262594827e-01      -6.310520596131e-01      -2.852794155661e+02      -3.697442020105e+02       0.000000000000e+00      -6.307214509582e-01      -3.626283155473e+02       1.576803627396e-01       1.576803627396e-01 
       2.070844750757e-01      -6.172905295202e-01      -2.900863117345e+02      -3.785991152205e+02       0.000000000000e+00      -6.169675951243e-01      -3.712193770482e+02       1.542418987811e-01       1.542418987811e-01 
       2.117427099341e-01      -6.038904158774e-01      -2.942410313358e+02      -3.873362016675e+02       0.000000000000e+00      -6.035750081529e-01      -3.796690595045e+02       1.508937520382e-01       1.508937520382e-01 
       2.164009581397e-01      -5.908850296604e-01      -2.980098220953e+02      -3.959708622139e+02       0.000000000000e+00      -5.905769278699e-01      -3.880041712181e+02       1.476442319675e-01       1.476442319675e-01 
       2.210592160009e-01      -5.783079755289e-01      -3.016924320668e+02      -4.045230026470e+02       0.000000000000e+00      -5.780068906543e-01      -3.962573201317e+02       1.445017226636e-01       1.445017226636e-01 
       2.257174811849e-01      -5.661885186353e-01      -3.055894797702e+02      -4.130146704516e+02       0.000000000000e+00      -5.658941073897e-01      -4.044631786174e+02       1.414735268474e-01       1.414735268474e-01 
       2.303757521903e-01      -5.545474733817e-01      -3.099695643236e+02      -4.214680839578e+02       0.000000000000e+00      -5.542593563258e-01      -4.126551071954e+02       1.385648390815e-01       1.385648390815e-01 
       2.350340280266e-01      -5.433929488920e-01      -3.150428156069e+02      -4.299024329876e+02       0.000000000000e+00      -5.431107322073e-01      -4.208609133406e+02       1.357776830518e-01       1.357776830518e-01 
