# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.7181e-05 to 1057.74 h/Mpc,
# number of wavenumbers equal to 650
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                
       1.809782142137e-02      -2.050297411963e+00      -1.055072403750e+01      -1.105908741537e+01       0.000000000000e+00      -2.216294502091e+00      -1.095746906715e+01       5.382027657036e-01       5.381811488693e-01 
       1.828499989557e-02      -2.067299111076e+00      -1.072172856509e+01      -1.125011037438e+01       0.000000000000e+00      -2.222389311867e+00      -1.114600935843e+01       5.373849641669e-01       5.373494582722e-01 
       1.847221862319e-02      -2.084737956719e+00      -1.089373370133e+01      -1.144268194109e+01       0.000000000000e+00      -2.227728574970e+00      -1.133605905304e+01       5.365665998298e-01       5.365182907649e-01 
       1.865947784753e-02      -2.102466928632e+00      -1.106671254377e+01      -1.163679273152e+01       0.000000000000e+00      -2.232237121689e+00      -1.152760701367e+01       5.357475001702e-01       5.356874970328e-01 
       1.884677783776e-02      -2.120339189638e+00      -1.124065804167e+01      -1.183243595184e+01       0.000000000000e+00      -2.235850668317e+00      -1.172064550459e+01       5.349277356755e-01       5.348571619637e-01 
       1.903411888845e-02      -2.138207464582e+00      -1.141555127792e+01      -1.202960319475e+01       0.000000000000e+00      -2.238512754291e+00      -1.191516474468e+01       5.341072292597e-01       5.340272159773e-01 
       1.922150131928e-02      -2.155929989689e+00      -1.159136755697e+01      -1.222828706410e+01       0.000000000000e+00      -2.240177384519e+00      -1.211115570868e+01       5.332859632492e-01       5.331976413613e-01 
       1.940892547469e-02      -2.173354325048e+00      -1.176812547577e+01      -1.242847862226e+01       0.000000000000e+00      -2.240807918267e+00      -1.230860988445e+01       5.324639260433e-01       5.323684190535e-01 
       1.959639172361e-02      -2.190357771905e+00      -1.194573381929e+01      -1.263017040888e+01       0.000000000000e+00      -2.240378561035e+00      -1.250751529622e+01       5.316409454732e-01       5.315393641888e-01 
       1.978390045924e-02      -2.206778943564e+00      -1.212429940896e+01      -1.283335445133e+01       0.000000000000e+00      -2.238875746315e+00      -1.270786843959e+01       5.308172840705e-01       5.307107168210e-01 
       1.997145209882e-02      -2.222511596705e+00      -1.230369515184e+01      -1.303802282465e+01       0.000000000000e+00      -2.236293258043e+00      -1.290965540396e+01       5.299926658986e-01       5.298821768747e-01 
       2.015904708348e-02      -2.237428425376e+00      -1.248397460953e+01      -1.324416950995e+01       0.000000000000e+00      -2.232639221352e+00      -1.311287233501e+01       5.291673373948e-01       5.290539560588e-01 
       2.034668587813e-02      -2.251404859249e+00      -1.266500359156e+01      -1.345178511801e+01       0.000000000000e+00      -2.227925771436e+00      -1.331750358232e+01       5.283409460396e-01       5.282256735767e-01 
       2.053436897130e-02      -2.264330916485e+00      -1.284691070723e+01      -1.366086304250e+01       0.000000000000e+00      -2.222182353337e+00      -1.352354835520e+01       5.275138614706e-01       5.273976496450e-01 
       2.072209687510e-02      -2.276111905953e+00      -1.302967495225e+01      -1.387139537268e+01       0.000000000000e+00      -2.215443176070e+00      -1.373099784217e+01       5.266860606401e-01       5.265698157977e-01 
       2.090987012518e-02      -2.286653037683e+00      -1.321321148165e+01      -1.408337420282e+01       0.000000000000e+00      -2.207751801697e+00      -1.393984033199e+01       5.258573931889e-01       5.257419778054e-01 
       2.109768928070e-02      -2.295873602404e+00      -1.339751293072e+01      -1.429679127591e+01       0.000000000000e+00      -2.199162845009e+00      -1.415006745874e+01       5.250278489285e-01       5.249140715532e-01 
       2.128555492432e-02      -2.303694552492e+00      -1.358256260418e+01      -1.451163903073e+01       0.000000000000e+00      -2.189736673184e+00      -1.436167111406e+01       5.241974681533e-01       5.240860833478e-01 
       2.147346766226e-02      -2.310055819689e+00      -1.376834787798e+01      -1.472790957010e+01       0.000000000000e+00      -2.179541259020e+00      -1.457464318469e+01       5.233662402887e-01       5.232579459362e-01 
       2.166142812435e-02      -2.314910264613e+00      -1.395490497079e+01      -1.494559721804e+01       0.000000000000e+00      -2.168653258934e+00      -1.478898000229e+01       5.225343761125e-01       5.224298097867e-01 
       2.184943696410e-02      -2.318205573273e+00      -1.414215746566e+01      -1.516469373845e+01       0.000000000000e+00      -2.157151338633e+00      -1.500467027636e+01       5.217017517689e-01       5.216014947259e-01 
       2.203749485881e-02      -2.319922835365e+00      -1.433013347402e+01      -1.538519306189e+01       0.000000000000e+00      -2.145123894590e+00      -1.522170978162e+01       5.208685220737e-01       5.207730913444e-01 
       2.222560250969e-02      -2.320035471494e+00      -1.451875661421e+01      -1.560708723990e+01       0.000000000000e+00      -2.132658686093e+00      -1.544008766676e+01       5.200345983460e-01       5.199444530979e-01 
       2.241376064204e-02      -2.318537393733e+00      -1.470811247075e+01      -1.583036964222e+01       0.000000000000e+00      -2.119850454913e+00      -1.565980190981e+01       5.192001999337e-01       5.191157353453e-01 
       2.260197000538e-02      -2.315431445843e+00      -1.489808599983e+01      -1.605503028551e+01       0.000000000000e+00      -2.106793199464e+00      -1.588083813167e+01       5.183650747685e-01       5.182866276600e-01 
       2.279023137363e-02      -2.310735297976e+00      -1.508872180665e+01      -1.628106548022e+01       0.000000000000e+00      -2.093584750386e+00      -1.610319533847e+01       5.175295078001e-01       5.174573537869e-01 
       2.297854554540e-02      -2.304473114336e+00      -1.528000123679e+01      -1.650846587911e+01       0.000000000000e+00      -2.080321705293e+00      -1.632686430695e+01       5.166934476062e-01       5.166278037094e-01 
       2.316691334411e-02      -2.296678129279e+00      -1.547187458035e+01      -1.673722534581e+01       0.000000000000e+00      -2.067100615502e+00      -1.655183746679e+01       5.158568961636e-01       5.157979225021e-01 
       2.335533561834e-02      -2.287398682545e+00      -1.566437834049e+01      -1.696733951576e+01       0.000000000000e+00      -2.054017426150e+00      -1.677811296519e+01       5.150200899041e-01       5.149678908051e-01 
       2.354381324205e-02      -2.276686651574e+00      -1.585746671530e+01      -1.719879815316e+01       0.000000000000e+00      -2.041164740172e+00      -1.700567961900e+01       5.141828728319e-01       5.141374995922e-01 
       2.373234711485e-02      -2.264613404209e+00      -1.605116637145e+01      -1.743159405590e+01       0.000000000000e+00      -2.028631564455e+00      -1.723453253499e+01       5.133453432730e-01       5.133067951169e-01 
       2.392093816238e-02      -2.251246312950e+00      -1.624536087826e+01      -1.766572192664e+01       0.000000000000e+00      -2.016503795607e+00      -1.746466200446e+01       5.125074502392e-01       5.124756781456e-01 
       2.410958733657e-02      -2.236671857071e+00      -1.644015394416e+01      -1.790117677076e+01       0.000000000000e+00      -2.004863059999e+00      -1.769606881738e+01       5.116694623755e-01       5.116443714393e-01 
       2.429829561603e-02      -2.220975424666e+00      -1.663544745690e+01      -1.813794691261e+01       0.000000000000e+00      -1.993783807359e+00      -1.792873813114e+01       5.108311343496e-01       5.108125866394e-01 
       2.448706400638e-02      -2.204262031221e+00      -1.683134886507e+01      -1.837603135381e+01       0.000000000000e+00      -1.983336858545e+00      -1.816267474249e+01       5.099928445849e-01       5.099806609821e-01 
       2.467589354069e-02      -2.186622812079e+00      -1.702766248791e+01      -1.861542432444e+01       0.000000000000e+00      -1.973582400742e+00      -1.839786488053e+01       5.091544128384e-01       5.091483801768e-01 
       2.486478527981e-02      -2.168172688491e+00      -1.722454420695e+01      -1.885611514536e+01       0.000000000000e+00      -1.964577678492e+00      -1.863430642255e+01       5.083159605023e-01       5.083158303316e-01 
       2.505374031285e-02      -2.149026275730e+00      -1.742189891282e+01      -1.909809718439e+01       0.000000000000e+00      -1.956367713678e+00      -1.887198947734e+01       5.074774063954e-01       5.074828991567e-01 
       2.524275975763e-02      -2.129300877669e+00      -1.761978180608e+01      -1.934137020726e+01       0.000000000000e+00      -1.948993455626e+00      -1.911091711661e+01       5.066390715888e-01       5.066498818878e-01 
       2.543184476109e-02      -2.109109597720e+00      -1.781810129753e+01      -1.958592406515e+01       0.000000000000e+00      -1.942483806115e+00      -1.935107622159e+01       5.058007491667e-01       5.058165492709e-01 
       2.562099649979e-02      -2.088576841419e+00      -1.801686018593e+01      -1.983175312394e+01       0.000000000000e+00      -1.936862969953e+00      -1.959246232558e+01       5.049625109961e-01       5.049829520739e-01 
       2.581021618045e-02      -2.067825773494e+00      -1.821607281878e+01      -2.007885338117e+01       0.000000000000e+00      -1.932141146228e+00      -1.983507297910e+01       5.041244714435e-01       5.041491892976e-01 
       2.599950504041e-02      -2.046979961105e+00      -1.841571321537e+01      -2.032721933304e+01       0.000000000000e+00      -1.928325054365e+00      -2.007890244759e+01       5.032866560756e-01       5.033152723971e-01 
       2.618886434820e-02      -2.026159210051e+00      -1.861577611558e+01      -2.057683846152e+01       0.000000000000e+00      -1.925408465207e+00      -2.032393925397e+01       5.024489051487e-01       5.024810327376e-01 
       2.637829540411e-02      -2.005487636056e+00      -1.881621774652e+01      -2.082770940574e+01       0.000000000000e+00      -1.923377126870e+00      -2.057018068894e+01       5.016113294760e-01       5.016465743545e-01 
       2.656779954074e-02      -1.985082935552e+00      -1.901713192643e+01      -2.107983238394e+01       0.000000000000e+00      -1.922211409712e+00      -2.081763181419e+01       5.007742437977e-01       5.008122084933e-01 
       2.675737812361e-02      -1.965059392348e+00      -1.921841390764e+01      -2.133319193231e+01       0.000000000000e+00      -1.921878177970e+00      -2.106627366581e+01       4.999372636594e-01       4.999775507777e-01 
       2.694703255181e-02      -1.945531085481e+00      -1.942003955677e+01      -2.158778555948e+01       0.000000000000e+00      -1.922341666155e+00      -2.131610324068e+01       4.991004915167e-01       4.991427052497e-01 
       2.713676425859e-02      -1.926605432425e+00      -1.962205631007e+01      -2.184361239485e+01       0.000000000000e+00      -1.923556008226e+00      -2.156712229016e+01       4.982641377879e-01       4.983078878744e-01 
       2.732657471207e-02      -1.908384701455e+00      -1.982443238506e+01      -2.210066626550e+01       0.000000000000e+00      -1.925467993790e+00      -2.181932385575e+01       4.974281541512e-01       4.974730580128e-01 
       2.751646541589e-02      -1.890965702937e+00      -2.002716849129e+01      -2.235894275969e+01       0.000000000000e+00      -1.928019939154e+00      -2.207270409447e+01       4.965925836459e-01       4.966382684889e-01 
       2.770643790995e-02      -1.874434667850e+00      -2.023025145637e+01      -2.261843598002e+01       0.000000000000e+00      -1.931145093758e+00      -2.232725703316e+01       4.957574064611e-01       4.958035127660e-01 
       2.789649377109e-02      -1.858876040094e+00      -2.043367500956e+01      -2.287914067024e+01       0.000000000000e+00      -1.934774975748e+00      -2.258297760680e+01       4.949226293664e-01       4.949688112330e-01 
       2.808663461392e-02      -1.844365933883e+00      -2.063739583130e+01      -2.314105085266e+01       0.000000000000e+00      -1.938834714390e+00      -2.283985829784e+01       4.940881896263e-01       4.941341169024e-01 
       2.827686209153e-02      -1.830971092649e+00      -2.084141432763e+01      -2.340416072417e+01       0.000000000000e+00      -1.943247248521e+00      -2.309789370930e+01       4.932540818410e-01       4.932994420615e-01 
       2.846717789631e-02      -1.818746535869e+00      -2.104579941816e+01      -2.366847649337e+01       0.000000000000e+00      -1.947932459720e+00      -2.335709287903e+01       4.924206590509e-01       4.924651599390e-01 
       2.865758376079e-02      -1.807744866071e+00      -2.125038595305e+01      -2.393396927872e+01       0.000000000000e+00      -1.952804486421e+00      -2.361742087328e+01       4.915871500963e-01       4.916305178807e-01 
       2.884808145850e-02      -1.798003783153e+00      -2.145533588203e+01      -2.420066018943e+01       0.000000000000e+00      -1.957782953041e+00      -2.387890500447e+01       4.907543647747e-01       4.907963486192e-01 
       2.903867280479e-02      -1.789553099050e+00      -2.166050431973e+01      -2.446853462827e+01       0.000000000000e+00      -1.962781975325e+00      -2.414152465539e+01       4.899219138508e-01       4.899622848403e-01 
       2.922935965782e-02      -1.782416143852e+00      -2.186602405956e+01      -2.473759294736e+01       0.000000000000e+00      -1.967718643917e+00      -2.440528609310e+01       4.890900250737e-01       4.891285766229e-01 
       2.942014391941e-02      -1.776604856548e+00      -2.207177732456e+01      -2.500782718957e+01       0.000000000000e+00      -1.972509478841e+00      -2.467017614030e+01       4.882585017498e-01       4.882950503404e-01 
       2.961102753606e-02      -1.772121358130e+00      -2.227778026737e+01      -2.527923650836e+01       0.000000000000e+00      -1.977074316594e+00      -2.493619446433e+01       4.874274411576e-01       4.874618268182e-01 
       2.980201249989e-02      -1.768954225455e+00      -2.248407497616e+01      -2.555181732811e+01       0.000000000000e+00      -1.981335943099e+00      -2.520333928666e+01       4.865968719868e-01       4.866289587343e-01 
       2.999310084972e-02      -1.767092167106e+00      -2.269053580180e+01      -2.582556156255e+01       0.000000000000e+00      -1.985219379946e+00      -2.547159685597e+01       4.857665890245e-01       4.857962631676e-01 
       3.018429467204e-02      -1.766502182603e+00      -2.289735049376e+01      -2.610047234900e+01       0.000000000000e+00      -1.988655869631e+00      -2.574097835983e+01       4.849369034846e-01       4.849640759607e-01 
       3.037559610215e-02      -1.767156230716e+00      -2.310432268463e+01      -2.637653978503e+01       0.000000000000e+00      -1.991579487883e+00      -2.601146502204e+01       4.841074931488e-01       4.841320959740e-01 
       3.056700732526e-02      -1.769003777759e+00      -2.331157856827e+01      -2.665376866783e+01       0.000000000000e+00      -1.993933212066e+00      -2.628306671817e+01       4.832786449463e-01       4.833006333934e-01 
       3.075853057759e-02      -1.771999362949e+00      -2.351903248212e+01      -2.693214766282e+01       0.000000000000e+00      -1.995661484228e+00      -2.655576835895e+01       4.824500955227e-01       4.824694451935e-01 
       3.095016814763e-02      -1.776081475072e+00      -2.372663417849e+01      -2.721167345698e+01       0.000000000000e+00      -1.996718322984e+00      -2.682956401816e+01       4.816218072046e-01       4.816385145154e-01 
       3.114192237726e-02      -1.781181406337e+00      -2.393452612586e+01      -2.749235536005e+01       0.000000000000e+00      -1.997065910489e+00      -2.710446856029e+01       4.807941354851e-01       4.808082167905e-01 
       3.133379566310e-02      -1.787229009513e+00      -2.414257940185e+01      -2.777417756108e+01       0.000000000000e+00      -1.996670273101e+00      -2.738046062387e+01       4.799667009776e-01       4.799781904337e-01 
       3.152579045769e-02      -1.794139994745e+00      -2.435088207834e+01      -2.805714812848e+01       0.000000000000e+00      -1.995509298016e+00      -2.765755137269e+01       4.791397848683e-01       4.791487347183e-01 
       3.171790927089e-02      -1.801831879240e+00      -2.455941128501e+01      -2.834126417383e+01       0.000000000000e+00      -1.993566006773e+00      -2.793573653680e+01       4.783133449971e-01       4.783198232303e-01 
       3.191015467124e-02      -1.810215580209e+00      -2.476808165174e+01      -2.862651448082e+01       0.000000000000e+00      -1.990830448566e+00      -2.821500108963e+01       4.774871354978e-01       4.774912248378e-01 
       3.210252928731e-02      -1.819195308587e+00      -2.497695588138e+01      -2.891290357684e+01       0.000000000000e+00      -1.987303856829e+00      -2.849535170461e+01       4.766613280866e-01       4.766631249492e-01 
       3.229503580922e-02      -1.828672580515e+00      -2.518601491830e+01      -2.920043012245e+01       0.000000000000e+00      -1.982994932789e+00      -2.877678576051e+01       4.758359155641e-01       4.758355285138e-01 
       3.248767699006e-02      -1.838550306502e+00      -2.539529987970e+01      -2.948909482885e+01       0.000000000000e+00      -1.977916670059e+00      -2.905930536566e+01       4.750109514119e-01       4.750084998077e-01 
       3.268045564748e-02      -1.848722085540e+00      -2.560463948554e+01      -2.977888420068e+01       0.000000000000e+00      -1.972092285867e+00      -2.934288941544e+01       4.741861080968e-01       4.741817210065e-01 
       3.287337466526e-02      -1.859089225323e+00      -2.581430538024e+01      -3.006981457758e+01       0.000000000000e+00      -1.965556524881e+00      -2.962756546724e+01       4.733618796834e-01       4.733556931150e-01 
       3.306643699489e-02      -1.869545352891e+00      -2.602410655408e+01      -3.036187486918e+01       0.000000000000e+00      -1.958342513524e+00      -2.991331381751e+01       4.725379530021e-01       4.725301105787e-01 
       3.325964565732e-02      -1.879987357746e+00      -2.623408760359e+01      -3.065506556889e+01       0.000000000000e+00      -1.950498554296e+00      -3.020013662396e+01       4.717143793737e-01       4.717050292274e-01 
       3.345300374465e-02      -1.890312669757e+00      -2.644421812441e+01      -3.094938500771e+01       0.000000000000e+00      -1.942073960850e+00      -3.048803055574e+01       4.708911198920e-01       4.708804141906e-01 
       3.364651442192e-02      -1.900422603147e+00      -2.665455935109e+01      -3.124483514509e+01       0.000000000000e+00      -1.933124746725e+00      -3.077699997234e+01       4.700682517074e-01       4.700563450948e-01 
       3.384018092893e-02      -1.910217235792e+00      -2.686503140913e+01      -3.154141166839e+01       0.000000000000e+00      -1.923712488624e+00      -3.106703682541e+01       4.692456568198e-01       4.692327052719e-01 
       3.403400658216e-02      -1.919603428315e+00      -2.707566838795e+01      -3.183911712530e+01       0.000000000000e+00      -1.913904424326e+00      -3.135814485029e+01       4.684233974642e-01       4.684095566482e-01 
       3.422799477671e-02      -1.928491799525e+00      -2.728651955626e+01      -3.213795735390e+01       0.000000000000e+00      -1.903770258159e+00      -3.165033161917e+01       4.676016021263e-01       4.675870265228e-01 
       3.442214898831e-02      -1.936794541956e+00      -2.749752074590e+01      -3.243792358180e+01       0.000000000000e+00      -1.893381612013e+00      -3.194358568948e+01       4.667800766564e-01       4.667649187673e-01 
       3.461647277541e-02      -1.944433412219e+00      -2.770868921029e+01      -3.273902316411e+01       0.000000000000e+00      -1.882815128939e+00      -3.223791467675e+01       4.659589407714e-01       4.659433492725e-01 
       3.481096978127e-02      -1.951332514583e+00      -2.792001317551e+01      -3.304124838759e+01       0.000000000000e+00      -1.872146304846e+00      -3.253331062574e+01       4.651380513575e-01       4.651221709237e-01 
       3.500564373625e-02      -1.957422977933e+00      -2.813154960556e+01      -3.334461228624e+01       0.000000000000e+00      -1.861453457519e+00      -3.282978840153e+01       4.643176365966e-01       4.643016068830e-01 
       3.520049846001e-02      -1.962646095524e+00      -2.834322107320e+01      -3.364910353589e+01       0.000000000000e+00      -1.850813230387e+00      -3.312733370790e+01       4.634974491179e-01       4.634814032383e-01 
       3.539553786389e-02      -1.966943544096e+00      -2.855511184963e+01      -3.395473493347e+01       0.000000000000e+00      -1.840303111178e+00      -3.342596249387e+01       4.626777187682e-01       4.626617838690e-01 
       3.559076595335e-02      -1.970272712419e+00      -2.876717374340e+01      -3.426150273374e+01       0.000000000000e+00      -1.829997338670e+00      -3.372566904700e+01       4.618583297107e-01       4.618426249746e-01 
       3.578618683044e-02      -1.972590334589e+00      -2.897939170422e+01      -3.456940702189e+01       0.000000000000e+00      -1.819968844690e+00      -3.402645279232e+01       4.610392479479e-01       4.610238852444e-01 
       3.598180469641e-02      -1.973871190090e+00      -2.919179313218e+01      -3.487845060516e+01       0.000000000000e+00      -1.810286286658e+00      -3.432831775914e+01       4.602204989713e-01       4.602055812191e-01 
       3.617762385436e-02      -1.974090692229e+00      -2.940438513294e+01      -3.518863696397e+01       0.000000000000e+00      -1.801015387178e+00      -3.463126767207e+01       4.594021020047e-01       4.593877237424e-01 
       3.637364871198e-02      -1.973233965847e+00      -2.961716732827e+01      -3.549997110920e+01       0.000000000000e+00      -1.792217711728e+00      -3.493530739343e+01       4.585840917844e-01       4.585703386716e-01 
       3.656988378444e-02      -1.971297107786e+00      -2.983016062688e+01      -3.581245703792e+01       0.000000000000e+00      -1.783949029715e+00      -3.524044184269e+01       4.577664946710e-01       4.577534430228e-01 
       3.676633369728e-02      -1.968279835458e+00      -3.004333240958e+01      -3.612609281046e+01       0.000000000000e+00      -1.776259960153e+00      -3.554666786512e+01       4.569492138554e-01       4.569369309789e-01 
       3.696300318946e-02      -1.964196892662e+00      -3.025669613219e+01      -3.644087856977e+01       0.000000000000e+00      -1.769192770239e+00      -3.585398644236e+01       4.561322132420e-01       4.561207568691e-01 
       3.715989711651e-02      -1.959065191099e+00      -3.047027681424e+01      -3.675682677945e+01       0.000000000000e+00      -1.762787130379e+00      -3.616241073609e+01       4.553156277417e-01       4.553050464389e-01 
       3.735702045376e-02      -1.952918010624e+00      -3.068407312636e+01      -3.707394110904e+01       0.000000000000e+00      -1.757070516701e+00      -3.647194442412e+01       4.544994466917e-01       4.544897794466e-01 
       3.755437829968e-02      -1.945784303858e+00      -3.089808336113e+01      -3.739222043758e+01       0.000000000000e+00      -1.752068177276e+00      -3.678258660841e+01       4.536835937209e-01       4.536748709598e-01 
       3.775197587937e-02      -1.937713230518e+00      -3.111231319022e+01      -3.771167134525e+01       0.000000000000e+00      -1.747792252802e+00      -3.709434406747e+01       4.528680935208e-01       4.528603364596e-01 
       3.794981854812e-02      -1.928750744884e+00      -3.132676652368e+01      -3.803229836105e+01       0.000000000000e+00      -1.744252220843e+00      -3.740722153384e+01       4.520529439523e-01       4.520461655624e-01 
       3.814791179515e-02      -1.918953478467e+00      -3.154146021735e+01      -3.835410914426e+01       0.000000000000e+00      -1.741448108101e+00      -3.772122731599e+01       4.512381764937e-01       4.512323815534e-01 
       3.834626124739e-02      -1.908388666128e+00      -3.175639963707e+01      -3.867710940595e+01       0.000000000000e+00      -1.739369058603e+00      -3.803636736812e+01       4.504237927888e-01       4.504189780553e-01 
       3.854487267351e-02      -1.897116697342e+00      -3.197158006312e+01      -3.900129869015e+01       0.000000000000e+00      -1.738002956115e+00      -3.835264131115e+01       4.496097039963e-01       4.496058592946e-01 
       3.874375198798e-02      -1.885218989301e+00      -3.218699058284e+01      -3.932669229284e+01       0.000000000000e+00      -1.737321521333e+00      -3.867006342137e+01       4.487960096656e-01       4.487931176383e-01 
       3.894290525538e-02      -1.872774054308e+00      -3.240273974529e+01      -3.965328948706e+01       0.000000000000e+00      -1.737294958450e+00      -3.898863830575e+01       4.479826735834e-01       4.479807101889e-01 
       3.914233869475e-02      -1.859858846388e+00      -3.261871908197e+01      -3.998110051064e+01       0.000000000000e+00      -1.737886538131e+00      -3.930837091742e+01       4.471696678182e-01       4.471686035912e-01 
       3.934205868417e-02      -1.846561057732e+00      -3.283499972592e+01      -4.031013525114e+01       0.000000000000e+00      -1.739050727345e+00      -3.962927416623e+01       4.463570522104e-01       4.463568521552e-01 
       3.954207176552e-02      -1.832968115406e+00      -3.305156566215e+01      -4.064039548517e+01       0.000000000000e+00      -1.740735422063e+00      -3.995134926057e+01       4.455447351883e-01       4.455453595856e-01 
       3.974238464934e-02      -1.819170747286e+00      -3.326843335083e+01      -4.097189561492e+01       0.000000000000e+00      -1.742884100798e+00      -4.027461083852e+01       4.447327933943e-01       4.447341982107e-01 
       3.994300421995e-02      -1.805256781461e+00      -3.348561380913e+01      -4.130463878281e+01       0.000000000000e+00      -1.745436530411e+00      -4.059906261628e+01       4.439211561691e-01       4.439232937539e-01 
       4.014393754068e-02      -1.791316872226e+00      -3.370313245073e+01      -4.163863506002e+01       0.000000000000e+00      -1.748326952155e+00      -4.092471551664e+01       4.431098373359e-01       4.431126569082e-01 
       4.034519185935e-02      -1.777444074268e+00      -3.392097280246e+01      -4.197389517939e+01       0.000000000000e+00      -1.751482376752e+00      -4.125157914708e+01       4.422988325208e-01       4.423022808610e-01 
       4.054677461396e-02      -1.763725479372e+00      -3.413916603213e+01      -4.231042879481e+01       0.000000000000e+00      -1.754833198184e+00      -4.157966426856e+01       4.414881406632e-01       4.414921623922e-01 
       4.074869343854e-02      -1.750248853227e+00      -3.435773735425e+01      -4.264824813608e+01       0.000000000000e+00      -1.758303378764e+00      -4.190898378339e+01       4.406777819087e-01       4.406823203155e-01 
       4.095095616927e-02      -1.737099243861e+00      -3.457667730091e+01      -4.298736021227e+01       0.000000000000e+00      -1.761816889691e+00      -4.223954404926e+01       4.398676931606e-01       4.398726904506e-01 
       4.115357085083e-02      -1.724356181107e+00      -3.479601227261e+01      -4.332777945655e+01       0.000000000000e+00      -1.765296689965e+00      -4.257136005959e+01       4.390579059957e-01       4.390633042697e-01 
       4.135654574298e-02      -1.712099111621e+00      -3.501571869362e+01      -4.366950710782e+01       0.000000000000e+00      -1.768666166125e+00      -4.290443203768e+01       4.382482774216e-01       4.382540183968e-01 
       4.155988932739e-02      -1.700400816837e+00      -3.523586567627e+01      -4.401257050606e+01       0.000000000000e+00      -1.771850724525e+00      -4.323878911606e+01       4.374389877071e-01       4.374450137765e-01 
       4.176361031476e-02      -1.689327995136e+00      -3.545646768085e+01      -4.435697651333e+01       0.000000000000e+00      -1.774776855338e+00      -4.357443852852e+01       4.366299573084e-01       4.366362118298e-01 
       4.196771765223e-02      -1.678942797481e+00      -3.567748655935e+01      -4.470273535898e+01       0.000000000000e+00      -1.777374016657e+00      -4.391138825820e+01       4.358211177762e-01       4.358275453685e-01 
       4.217222053103e-02      -1.669302967929e+00      -3.589900213606e+01      -4.504986408408e+01       0.000000000000e+00      -1.779574965078e+00      -4.424965814410e+01       4.350125151818e-01       4.350190619717e-01 
       4.237712839448e-02      -1.660453520265e+00      -3.612096701657e+01      -4.539837199239e+01       0.000000000000e+00      -1.781318520912e+00      -4.458925481384e+01       4.342040543011e-01       4.342106687142e-01 
       4.258245094636e-02      -1.652437532542e+00      -3.634344253304e+01      -4.574828112349e+01       0.000000000000e+00      -1.782547750036e+00      -4.493020194134e+01       4.333958121429e-01       4.334024448187e-01 
       4.278819815948e-02      -1.645295729623e+00      -3.656643770745e+01      -4.609960056351e+01       0.000000000000e+00      -1.783207502907e+00      -4.527250854371e+01       4.325877004178e-01       4.325943041081e-01 
       4.299438028478e-02      -1.639047465686e+00      -3.678998454472e+01      -4.645235151765e+01       0.000000000000e+00      -1.783256972948e+00      -4.561619609174e+01       4.317797566039e-01       4.317862873614e-01 
       4.320100786066e-02      -1.633715066153e+00      -3.701408063736e+01      -4.680654808730e+01       0.000000000000e+00      -1.782656213432e+00      -4.596127777645e+01       4.309719273469e-01       4.309783439558e-01 
       4.340809172279e-02      -1.629309106035e+00      -3.723874971321e+01      -4.716220602443e+01       0.000000000000e+00      -1.781374707986e+00      -4.630776952456e+01       4.301641757432e-01       4.301704401290e-01 
       4.361564301429e-02      -1.625831609701e+00      -3.746401768285e+01      -4.751934689989e+01       0.000000000000e+00      -1.779390214248e+00      -4.665569284878e+01       4.293565169326e-01       4.293625943382e-01 
       4.382367319636e-02      -1.623278378240e+00      -3.768992406175e+01      -4.787798909171e+01       0.000000000000e+00      -1.776687628450e+00      -4.700506686319e+01       4.285489313760e-01       4.285547903160e-01 
       4.403219405939e-02      -1.621635833380e+00      -3.791643790123e+01      -4.823814625402e+01       0.000000000000e+00      -1.773260618188e+00      -4.735590295732e+01       4.277413182025e-01       4.277469305590e-01 
       4.424121773448e-02      -1.620880071716e+00      -3.814364864286e+01      -4.859984850249e+01       0.000000000000e+00      -1.769112922029e+00      -4.770823360272e+01       4.269337761398e-01       4.269391174640e-01 
       4.445075670553e-02      -1.620986309238e+00      -3.837152810306e+01      -4.896310689877e+01       0.000000000000e+00      -1.764252843579e+00      -4.806206786002e+01       4.261261614502e-01       4.261312104408e-01 
       4.466082382188e-02      -1.621912819878e+00      -3.860012703381e+01      -4.932794824683e+01       0.000000000000e+00      -1.758703312334e+00      -4.841743326671e+01       4.253185058553e-01       4.253232449015e-01 
       4.487143231139e-02      -1.623615941181e+00      -3.882948256063e+01      -4.969439647546e+01       0.000000000000e+00      -1.752491630650e+00      -4.877435402118e+01       4.245107989479e-01       4.245152138391e-01 
       4.508259579428e-02      -1.626049366621e+00      -3.905959376642e+01      -5.006247273318e+01       0.000000000000e+00      -1.745650956313e+00      -4.913284995067e+01       4.237029802705e-01       4.237070599231e-01 
       4.529432829743e-02      -1.629152619781e+00      -3.929049111262e+01      -5.043219992644e+01       0.000000000000e+00      -1.738227180718e+00      -4.949294396010e+01       4.228950083840e-01       4.228987451015e-01 
